1782654974773,827
1782654979775,25060
1782654984776,50010
1782654989777,75055
1782654994778,99970
1782654999779,125032
1782655004780,150115
1782655009781,175050
1782655014781,200155
1782655019783,225140
1782655024785,250180
1782655029786,275145
1782655034787,300110
1782655039788,325130
1782655044788,350105
1782655049788,375095
1782655054789,400175
1782655059790,425090
1782655064790,450185
1782655069790,475050
1782655074791,500230
1782655079792,525125
1782655084793,550126
1782655089794,575095
1782655094795,600220
1782655099796,625100
1782655104796,650090
1782655109797,675185
1782655114798,700175
1782655119798,725190
1782655124799,750210
1782655129799,775090
1782655134799,800210
1782655139800,825125
1782655144801,850180
1782655149802,875160
1782655154803,900250
1782655159803,925180
1782655164804,950155
1782655169805,975205
1782655174805,1000240
1782655179807,1025230
1782655184808,1050225
1782655189809,1075165
1782655194809,1100200
1782655199809,1125330
1782655204810,1150285
1782655209809,1175240
1782655214810,1200280
1782655219810,1225370
1782655224811,1250240
1782655229812,1275255
1782655234813,1300230
1782655239814,1325235
1782655244815,1350325
1782655249815,1375245
1782655254816,1400300
1782655259816,1425185
1782655264817,1450185
1782655269817,1475245
1782655274818,1500225
1782655279819,1525270
1782655284820,1550260
1782655289822,1575320
1782655294823,1600265
1782655299822,1625185
1782655304823,1650265
1782655309824,1675245
1782655314824,1700380
1782655319826,1725230
1782655324827,1750295
1782655329829,1775350
1782655334830,1800353
1782655339831,1825265
1782655344832,1850340
1782655349833,1875315
1782655354834,1900365
1782655359835,1925265
1782655364836,1950365
1782655369836,1975403
1782655374837,2000483
1782655379838,2025250
1782655384839,2050400
1782655389839,2075475
1782655394840,2100435
1782655399841,2125430
1782655404842,2150425
1782655409843,2175430
1782655414844,2200365
1782655419845,2225440
1782655424847,2250435
1782655429848,2275435
1782655434850,2300480
1782655439851,2325390
1782655444851,2350405
1782655449852,2375495
1782655454853,2400465
1782655459854,2425500
1782655464855,2450515
1782655469856,2475435
1782655474857,2500500
1782655479858,2525470
1782655484859,2550470
1782655489860,2575470
1782655494861,2600520
1782655499862,2625535
1782655504863,2650520
1782655509864,2675565
1782655514865,2700525
1782655519866,2725550
1782655524867,2750537
1782655529868,2775535
1782655534869,2800440
1782655539870,2825675
1782655544871,2850560
1782655549872,2875560
1782655554873,2900555
1782655559874,2925531
1782655564875,2950635
1782655569876,2975660
1782655574877,3000591
1782655579878,3025690
1782655584879,3050510
1782655589879,3075650
1782655594880,3100615
1782655599880,3125667
1782655604881,3150490
1782655609882,3175610
1782655614883,3200625
1782655619884,3225770
1782655624886,3250670
1782655629888,3275815
1782655634889,3300615
1782655639890,3325705
1782655644889,3350570
1782655649890,3375765
1782655654891,3400640
1782655659892,3425825
1782655664893,3450655
1782655669893,3475690
1782655674894,3500715
1782655679896,3525710
1782655684896,3550686
1782655689897,3575840
1782655694897,3600695
1782655699899,3625800
1782655704899,3650665
1782655709900,3675686
1782655714899,3700650
1782655719900,3725815
1782655724900,3750660
1782655729901,3775785
1782655734902,3800685
1782655739903,3825865
1782655744905,3850725
1782655749906,3875880
1782655754907,3900750
1782655759907,3925915
1782655764908,3950695
1782655769909,3975835
1782655774911,4000780
1782655779912,4025950
1782655784913,4050750
1782655789914,4075848
1782655794915,4100690
1782655799916,4125900
1782655804917,4150770
1782655809918,4175880
1782655814920,4200785
1782655819922,4225875
1782655824924,4250885
1782655829925,4275870
1782655834926,4300865
1782655839927,4325990
1782655844928,4350850
1782655849929,4375945
1782655854930,4400870
1782655859930,4426020
1782655864931,4450888
1782655869932,4475905
1782655874932,4500900
1782655879933,4525910
1782655884934,4550830
1782655889935,4576015
1782655894936,4600995
1782655899938,4625970
1782655904939,4651010
1782655909941,4676030
1782655914942,4700945
1782655919943,4725990
1782655924944,4750890
1782655929946,4776035
1782655934947,4800845
1782655939948,4825970
1782655944949,4851050
1782655949950,4876030
1782655954950,4901055
1782655959951,4926040
1782655964950,4951025
1782655969951,4975987
1782655974952,5000970
1782655979953,5026140
1782655984954,5051030
1782655989955,5076170
1782655994956,5100996
1782655999956,5125940
1782656004956,5151030
1782656009957,5176145
1782656014958,5201019
1782656019959,5226175
1782656024960,5251090
1782656029961,5276200
1782656034962,5301060
1782656039963,5326255
1782656044963,5351122
1782656049964,5376074
1782656054965,5401155
1782656059966,5426150
1782656064967,5451180
1782656069968,5476160
1782656074969,5501115
1782656079971,5526240
1782656084972,5551095
1782656089973,5576185
1782656094975,5601200
1782656099976,5626365
1782656104977,5651148
1782656109978,5676240
1782656114978,5701174
1782656119979,5726245
1782656124980,5751120
1782656129982,5776210
1782656134983,5801190
1782656139985,5826240
1782656144986,5851155
1782656149987,5876260
1782656154988,5901180
1782656159989,5926250
1782656164990,5951160
1782656169991,5976360
1782656174992,6001245
1782656179992,6026265
1782656184993,6051255
1782656189994,6076265
1782656194995,6101195
1782656199997,6126385
1782656204998,6151250
1782656209999,6176440
1782656215000,6201295
1782656220001,6226395
1782656225002,6251325
1782656230003,6276365
1782656235004,6301265
1782656240005,6326360
1782656245007,6351370
1782656250008,6376320
1782656255009,6401360
1782656260009,6426420
1782656265010,6451285
1782656270012,6476420
1782656275013,6501405
1782656280015,6526430
1782656285014,6551275
1782656290015,6576375
1782656295016,6601375
1782656300017,6626410
1782656305017,6651425
1782656310018,6676535
1782656315019,6701370
1782656320020,6726510
1782656325021,6751301
1782656330022,6776510
1782656335024,6801335
1782656340024,6826495
1782656345024,6851390
1782656350025,6876480
1782656355025,6901390
1782656360026,6926465
1782656365027,6951405
1782656370028,6976435
1782656375029,7001455
1782656380030,7026480
1782656385031,7051402
1782656390032,7076490
1782656395033,7101508
1782656400033,7126575
1782656405034,7151420
1782656410035,7176625
1782656415035,7201425
1782656420037,7226535
1782656425038,7251500
1782656430039,7276480
1782656435041,7301530
1782656440043,7326510
1782656445044,7351565
1782656450044,7376510
1782656455045,7401510
1782656460046,7426635
1782656465046,7451565
1782656470047,7476650
1782656475048,7501505
1782656480049,7526555
1782656485050,7551635
1782656490052,7576530
1782656495053,7601685
1782656500054,7626560
1782656505055,7651635
1782656510057,7676630
1782656515062,7701590
1782656520066,7726790
1782656525070,7751586
1782656530074,7776780
1782656535076,7801695
1782656540078,7826713
1782656545079,7851630
1782656550080,7876685
1782656555082,7901810
1782656560082,7926765
1782656565084,7951772
1782656570085,7976780
1782656575086,8001690
1782656580087,8026765
1782656585088,8051805
1782656590090,8076850
1782656595091,8101805
1782656600092,8126815
1782656605093,8151895
1782656610094,8176860
1782656615095,8201741
1782656620095,8226855
1782656625096,8251775
1782656630097,8276815
1782656635098,8301855
1782656640099,8326860
1782656645100,8351855
1782656650101,8376850
1782656655102,8401870
1782656660102,8426825
1782656665102,8451890
1782656670102,8476890
1782656675103,8501930
1782656680104,8526787
1782656685105,8551860
1782656690106,8576855
1782656695107,8601980
1782656700107,8626950
1782656705108,8651870
1782656710109,8676904
1782656715111,8701795
1782656720112,8726845
1782656725113,8751955
1782656730113,8776930
1782656735114,8801930
1782656740115,8826995
1782656745117,8851850
1782656750118,8876900
1782656755118,8901926
1782656760120,8927015
1782656765121,8951980
1782656770122,8976895
